comentario,codigo_semestre,nombre_curso,tipo,topico,semstre_malla,seccion,codigo,semestre,Departamento
Fácil de seguir ya que utiliza muchos ejemplos para explicar la materia,MA1101-10 - Otoño 2023,Introducción al Álgebra,1,Calidad de la Enseñanza,1,10,MA1101, Otoño 2023,Departamento de ingenieria matematica
Muy buena disposicion en ayudar a los estudiantes,MA2601-6 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,1,Experiencia Educativa,3,6,MA2601, Otoño 2023,Departamento de ingenieria matematica
"Me gustó el ramo y como el profesor explicaba. El hecho de que hablara de experimentos asociados a la materia, hacía que fuera entretenido y más cercano, quizás la palabra es no tan abstracto. Soy una persona que le cuesta concentrarse y el hecho de que el profe hiciera uso de la pizarra ,dibujara hizo que todo fluyera de mejor manera. 

Gracias por la experiencia.",FI2002-2 - Otoño 2023,Electromagnetismo,1,Reconocimiento a Profesores y Auxiliares,4,2,FI2002, Otoño 2023,Departamento de fisica
No nos trajo regalos de sus vacaciones. Para la otra,MA2001-1 - Otoño 2023,Cálculo en Varias Variables,0,Otros,3,1,MA2001, Otoño 2023,Departamento de ingenieria matematica
"Necesita un curso para hacer clases, además de una pauta y guía para realizar sus clases.

Menos sarcasmo y más empatía con sus alumnos.",MA1101-3 - Otoño 2023,Introducción al Álgebra,0,Gestión de Actividades y Evaluaciones,1,3,MA1101, Otoño 2023,Departamento de ingenieria matematica
"No es un aspecto a mejorar como tal, pero mejoraría la existencia en la universidad si es que da clases en intro a la programación",CC1000-12 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,12,CC1000, Otoño 2023,Departamento ciencias de la computación
"Me sentí con mucha incertidumbre a lo largo del semestre, en verdad la pasé súper mal psicológicamente solo por la manera en que se lllevó el curso, desde que nos fue mal en el C1 al escuchar que no había posibilidad de hacer nada para mejorar la nota que solo estudiaba asumiendo que me iba a echar el ramo porq el resto del semestre sería igual, y no fue hasta que se escribió la carta que cambió la situación mucho tiempo después.",MA2601-2 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,0,Experiencia y Organización del Curso,3,2,MA2601, Otoño 2023,Departamento de ingenieria matematica
"El profesor tiene muy buena disposición a enseñar, y lo hace de excelente manera",MA2001-1 - Otoño 2023,Cálculo en Varias Variables,1,Experiencia Educativa,3,1,MA2001, Otoño 2023,Departamento de ingenieria matematica
Explicó la materia de una manera entendible y siempre estuvo dispuesto a responder dudas.,CC1000-14 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Atención y Disposición Docente,1,14,CC1000, Otoño 2023,Departamento ciencias de la computación
:D,IQ2211-5 - Otoño 2023,Química,1,Otros,3,5,IQ2211, Otoño 2023,Departamento de ingenieria quimica
Ninguna.,CC1000-10 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Otros,1,10,CC1000, Otoño 2023,Departamento ciencias de la computación
"Sólo que en vez de que hayan reflexiones por cada laboratorio, se haga la reflexión al terminar de usar el programa al 100%, para que haya una mejor conclusión del programa.",CC1000-14 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,14,CC1000, Otoño 2023,Departamento ciencias de la computación
"Siento que se apoyaba mucho en el ppt, y a veces podía leer las diapositivas textuales sin profundizar más allá.",BT1211-6 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,6,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Creo que lo único que podría mencionar, como comentario constructivo, es que el Pascal le baje 5 cambios a la hora del aux. Lo digo porque aveces en tratar de optimizar el tiempo y terminar antes, no hace justo aquello que más nos podría confundir al resolver problemas por nuestra cuenta. Creo que es importante el realizar al menos un ejercicio completo adecuadamente, considerando que también es importante el análisis y no solo la matraca.",MA2001-1 - Otoño 2023,Cálculo en Varias Variables,0,Estilo de Enseñanza y Dinámica de Clases,3,1,MA2001, Otoño 2023,Departamento de ingenieria matematica
Un tanto brusco al responder preguntas durante las actividades.,CC1000-11 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Atención y Disposición Docente,1,11,CC1000, Otoño 2023,Departamento ciencias de la computación
"Encuentro innecesaria los informes repetitivos, uno por cada programa estaría mejor.",CC1000-4 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,4,CC1000, Otoño 2023,Departamento ciencias de la computación
Buenos auxiliares!,FI1000-2 - Otoño 2023,Introducción a la Física Clásica,0,Otros,1,2,FI1000, Otoño 2023,Departamento de fisica
"Su clase es difícil de seguir, tiene letra difícil de entender, en ocasiones se enredaba, no es su culpa pero todas sus clases eran a las 8:30, por lo que no se le veía muy motivado por estar ahí, huele mal, algunas de las respuestas a las preguntas que le hacían no tenían mucho sentido y además no elaboraba el porqué de algunas cosas, no pasaba toda la materia, lo que pasaba lo hacía incompleto o muy resumido (lo necesario para que a casi toda la sección le fuera mal en los controles), su micrófono hacia un ruido molesto que desconcentraba la clase",MA1101-3 - Otoño 2023,Introducción al Álgebra,0,Estilo de Enseñanza y Dinámica de Clases,1,3,MA1101, Otoño 2023,Departamento de ingenieria matematica
Pésima relación y coherencia a la hora de entregar información.,CD1100-4 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,4,CD1100, Otoño 2023,Area de innovacion
Qué haga las ep con preguntas más relacionadas a lo que se vio,BT1211-3 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Evaluaciones y Controles,1,3,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Es una docente que le apasiona enseñar, y responsable. Fue súper flexible en algunos aspectos, y escuchaba nuestras opiniones",FI2003-4 - Otoño 2023,Métodos Experimentales,1,Atención y Disposición Docente,3,4,FI2003, Otoño 2023,Departamento de fisica
"Me gustó la flexibilidad que tuvo el curso, en otras palabras, me gustó que los docentes sí entendían cuando había una sobrecarga, o cuando las fechas no eran las más óptimas. Por ejemplo, en la evaluación final, en un principio era el cinco de Julio, pero, la modificamos para el diecinueve de Julio puesto que en la primera fecha algunos alumnos tenían un control de Química.",CD2201-3 - Otoño 2023,Módulo Interdisciplinario,1,Experiencia y Organización del Curso,4,3,CD2201, Otoño 2023,Area de innovacion
A veces le da importancia a temas irrelevantes dentro del curso perdiendo tiempo de explicar cosas que si son importantes.,FI1000-10 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,10,FI1000, Otoño 2023,Departamento de fisica
Muy buenas clases auxiliares :),IQ2212-1 - Otoño 2023,Termodinámica Química,1,Experiencia Educativa,4,1,IQ2212, Otoño 2023,Departamento de ingenieria quimica
Gran experiencia de ambos. Siempre supieron desenvolverse bien en el ambiente de clases. Se agradecen las reflexiones existencialistas del profe Rafael. Me parece que ambos fueron muy motivados y comprometidos con la sección y con nuestro aprendizaje. Mención honorífica a todos los auxiliares. Generaron una relación cercana con el curso en general.,CD1100-2 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Experiencia Educativa,1,2,CD1100, Otoño 2023,Area de innovacion
Promueve la participación de los estudiantes todas las clases.,FI1000-9 - Otoño 2023,Introducción a la Física Clásica,1,Atención y Disposición Docente,1,9,FI1000, Otoño 2023,Departamento de fisica
"intentaba explicar y que los alumnos comprendieran la materia, da el espacio y confianza a preguntar (una vez)",MA1101-3 - Otoño 2023,Introducción al Álgebra,1,Atención y Disposición Docente,1,3,MA1101, Otoño 2023,Departamento de ingenieria matematica
entretenido a veces,MA1101-10 - Otoño 2023,Introducción al Álgebra,1,Estilo de Enseñanza y Dinámica de Clases,1,10,MA1101, Otoño 2023,Departamento de ingenieria matematica
ni idea,BT1211-9 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,9,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Considero bueno el haber hecho ejercicios tipo control en clases,MA1101-9 - Otoño 2023,Introducción al Álgebra,1,Evaluaciones y Controles,1,9,MA1101, Otoño 2023,Departamento de ingenieria matematica
"El profesor nos escuchó, y tomó en cuenta nuestras opiniones respecto a las evaluaciones, tiene muy buena disposición para enseñar a sus alumnos, es divertido, su clase pasa rápido. Me gustaron las charlas de los jueves cuando invitaba a los profesores para hablarnos sobre las distintas carreras de la facultad, y me daba risa cuando todos le decían que habían sido alumnos suyos, y el profe respondía, ¿tu también?. Muy buen profesor, le doy las gracias por todo",FI2001-5 - Otoño 2023,Mecánica,1,Experiencia y Organización del Curso,3,5,FI2001, Otoño 2023,Departamento de fisica
"Considero que el profesor marcos debería fijarse más en cómo trata a sus alumnos, durante todo el semestre me daba miedo preguntarle algo, ya que me trataba de mala mala manera o simplemente me decía “te voy a poner el uno”",FI2003-2 - Otoño 2023,Métodos Experimentales,0,Reconocimiento a Profesores y Auxiliares,3,2,FI2003, Otoño 2023,Departamento de fisica
"Siempre se preocupó por nosotros, hizo material extra, y se esforzó por enseñarnos generando instancias inclusive fuera de horario normal, gracias por todo profe, lo más grande el team flaco <3",MA1101-8 - Otoño 2023,Introducción al Álgebra,1,Reconocimiento a Profesores y Auxiliares,1,8,MA1101, Otoño 2023,Departamento de ingenieria matematica
"En general es muy buena profesora, flexible con las formas de resolver un ejercicio.

Uno de los ramos que mas disfruté.

Gracias",FI1000-8 - Otoño 2023,Introducción a la Física Clásica,1,Atención y Disposición Docente,1,8,FI1000, Otoño 2023,Departamento de fisica
"Personalmente pienso que se puede crear un ambiente de clase y especialmente de evaluación, más agradable. Creo que había cierta indiferencia. Y se podría afrontar los problemas de los estudiantes con mejor disposición y con más ganas de ayudar, así todos podemos mejorar y desarrollarnos de buena manera.",IQ2211-1 - Otoño 2023,Química,0,Experiencia y Organización del Curso,3,1,IQ2211, Otoño 2023,Departamento de ingenieria quimica
.,MA1001-7 - Otoño 2023,Introducción al Cálculo,0,Otros,1,7,MA1001, Otoño 2023,Departamento de ingenieria matematica
"La metodología del profesor era complicada. Era difícil seguirle el hilo en sus cátedras, en especial cuando decidía explicar contenidos más elevados de lo que corresponde al curso. Sus presentaciones están un poco desactualizadas, tanto en formato como en contenidos.

A veces parecía que estaba más preocupado por la cantidad de estudiantes que pasarían el ramo que por lograr que se comprendieran los contenidos.",FI2002-1 - Otoño 2023,Electromagnetismo,0,Estilo de Enseñanza y Dinámica de Clases,4,1,FI2002, Otoño 2023,Departamento de fisica
clases con mas participación o material para poder interactuar,CD1100-5 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Calidad de la Enseñanza,1,5,CD1100, Otoño 2023,Area de innovacion
al principio las instrucciones no  las daban de manera clara. decían cosas distintas y era confuso saber que entregar y cuando,CD1100-5 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,5,CD1100, Otoño 2023,Area de innovacion
"Se un notó el cambio positivo del profesor después de la primera encuesta docente lo que refleja interés por parte del profesor.

Las clases de Falcon muy dinámicas y divertidas.



Los aux 10/10 muy dedicados y siempre dispuestos a responder preguntas, entregando material para ejercitar y dando tips importantes para entender la materia.",FI1000-9 - Otoño 2023,Introducción a la Física Clásica,1,Experiencia Educativa,1,9,FI1000, Otoño 2023,Departamento de fisica
Muy buen profe,MA2001-2 - Otoño 2023,Cálculo en Varias Variables,1,Reconocimiento a Profesores y Auxiliares,3,2,MA2001, Otoño 2023,Departamento de ingenieria matematica
totalmente puntual y organizado,CD1100-9 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,9,CD1100, Otoño 2023,Area de innovacion
Las presentaciones de las clases estaban bien hechas.,CD1100-8 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,8,CD1100, Otoño 2023,Area de innovacion
lo mejor del dim,MA1102-3 - Otoño 2023,Álgebra Lineal,1,Reconocimiento a Profesores y Auxiliares,2,3,MA1102, Otoño 2023,Departamento de ingenieria matematica
"Algunos detalles en el método de evaluación eran un poco confusos, por ejemplo: el efecto de las tareas en las notas y los temarios de las evaluaciones. El blog a veces quedaba olvidado o no coincidia con lo visto en clase.",FI2004-1 - Otoño 2023,Termodinámica,0,Estilo de Enseñanza y Dinámica de Clases,4,1,FI2004, Otoño 2023,Departamento de fisica
"El profesor es muy ordenado con respecto a las actividades del curso, siempre preocupándose por avisarnos con antelación respecto a estas y de cumplir con todo lo planteado a inicio de semestre. Cátedras muy bien explicadas, siempre complementaba la materia con vídeos que contenían situaciones realistas en donde se podía aplicar lo aprendido.",FI1000-4 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,4,FI1000, Otoño 2023,Departamento de fisica
"Quizás en el apunte y diapositivas que utilizó durante el curso, mejorar o aclarar la notación, ya que a veces no se comprendia de primeras que representaba cada notación. Podria añadirse algún apendice con algunas definiciones o notaciones importantes, puesto que no solo se estudiaba de su apunte y generaba confusión cuando por ejemplo se estudiaba del apunte del profesor Cordero. Finalmente, se realizaron algunas extensiones del apunte que se vieron en catedra, sin embargo estas no fueron añadidas al apunte del curso en su página web.",FI2002-1 - Otoño 2023,Electromagnetismo,0,Estilo de Enseñanza y Dinámica de Clases,4,1,FI2002, Otoño 2023,Departamento de fisica
Grande vichin! Un. 7 pa ti,MA2002-1 - Otoño 2023,Cálculo Avanzado y Aplicaciones,1,Otros,4,1,MA2002, Otoño 2023,Departamento de ingenieria matematica
"ninguna, me parece buena la organización del curso y su empleo",CC1000-11 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,11,CC1000, Otoño 2023,Departamento ciencias de la computación
"Entusiasmado por enseñar, se nota que el profesor le preocupa que realmente aprendamos.",FI2002-2 - Otoño 2023,Electromagnetismo,1,Atención y Disposición Docente,4,2,FI2002, Otoño 2023,Departamento de fisica
Se entiende muy bien el contenido en las catedras,MA1101-3 - Otoño 2023,Introducción al Álgebra,1,Calidad de la Enseñanza,1,3,MA1101, Otoño 2023,Departamento de ingenieria matematica
Me gustaba el ritmo al cual explicaba la materia,FI1000-2 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,2,FI1000, Otoño 2023,Departamento de fisica
"En profe fue cercano y siempre preocupado de que estemos entendiendo conforme avanzaba el curso. En mi opinion un docente muy bueno que explicaba muy bien y siempre se dio el tiempo de darnos ejemplos y aterrizar la materia para que podamos absorberla mejor, algo que en mi opinión todos los profes debiesen hacer y casi ninguno hace. Además ambos auxiliares Gerald y Rodrigo me parecieron excelentes. Ambos a su manera lograron que el curso se fuera haciendo muchísimo más factible y siempre tuvieron buena disposición para ayudarnos. Se agradece tener un cuerpo docente así de bueno en un ramo tan importante!",FI2001-2 - Otoño 2023,Mecánica,1,Experiencia Educativa,3,2,FI2001, Otoño 2023,Departamento de fisica
A veces al realizar ejercicios puede ser un poco desordenado.(aunque después de algunas clases te acostumbras),IQ2211-8 - Otoño 2023,Química,0,Estilo de Enseñanza y Dinámica de Clases,3,8,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"El profe hizo un gran trabajo durante el semestre, se encargó de siempre responder todas las dudas y nos motivó hasta el último momento",MA1101-4 - Otoño 2023,Introducción al Álgebra,1,Atención y Disposición Docente,1,4,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Enseña muy bien, esta comprometido con la clase, muy puntual.",MA1001-9 - Otoño 2023,Introducción al Cálculo,1,Experiencia Educativa,1,9,MA1001, Otoño 2023,Departamento de ingenieria matematica
Docente: Mejorar la letra para que sea legible en la pizarra.,FI2001-2 - Otoño 2023,Mecánica,0,Estilo de Enseñanza y Dinámica de Clases,3,2,FI2001, Otoño 2023,Departamento de fisica
"MUY poco organizado, se notaba que llegaba a la clase sin saber que íbamos a ver y solo a revisar el apunte, muchas veces se perdió en ejercicios que no eran tan relevantes y tomaron mucho tiempo de la clase, lo que causó demoras en la materia. Junto a esto se podía ver como este no tenía interes en dar la clase o lo hacía con una disposición de flojera.",MA1101-10 - Otoño 2023,Introducción al Álgebra,0,Estilo de Enseñanza y Dinámica de Clases,1,10,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Muy buen profesor, siempre busca la manera de que todos los alumnos entiendan la materia, con ejemplos bastante creativos. Uno de los mejores profesores de Álgebra",MA1101-6 - Otoño 2023,Introducción al Álgebra,1,Experiencia Educativa,1,6,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Explico cada tema con profundidad, respondio todas las dudas que se le hacian, tanto en presencial como en u-cursos.",FI1000-7 - Otoño 2023,Introducción a la Física Clásica,1,Atención y Disposición Docente,1,7,FI1000, Otoño 2023,Departamento de fisica
Bastante motivados y dispuestos a apoyar,CD1100-12 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Experiencia Educativa,1,12,CD1100, Otoño 2023,Area de innovacion
"Ppt con demasiada información vuelve densa y aburrida la clase, podría ser más dinámica y resumida para mantener la atención",CD2201-1 - Otoño 2023,Módulo Interdisciplinario,0,Estilo de Enseñanza y Dinámica de Clases,4,1,CD2201, Otoño 2023,Area de innovacion
Joya de profe,FI1000-10 - Otoño 2023,Introducción a la Física Clásica,1,Reconocimiento a Profesores y Auxiliares,1,10,FI1000, Otoño 2023,Departamento de fisica
"Las guías realmente fueron un apoyo fundamenral, muchas gracias.",MA2002-2 - Otoño 2023,Cálculo Avanzado y Aplicaciones,1,Reconocimiento a Profesores y Auxiliares,4,2,MA2002, Otoño 2023,Departamento de ingenieria matematica
"Creo que la profesora de cátedra explicaba de buena manera los contenidos, personalmente lograba entenderle y me parecía interesante la forma en que planteaba las cosas y los ejemplos que daba. Los ppt ayudaban también. 

Profe, si lee esto, muchas gracias por ir el último control a dar dulces<3 y por todo en general.",BT1211-7 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,7,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
?,MA1101-7 - Otoño 2023,Introducción al Álgebra,0,Otros,1,7,MA1101, Otoño 2023,Departamento de ingenieria matematica
Dispuesto a resolver dudas,MA1001-4 - Otoño 2023,Introducción al Cálculo,1,Atención y Disposición Docente,1,4,MA1001, Otoño 2023,Departamento de ingenieria matematica
"El profesor muestra un claro interés por enseñar y de generar un buen ambiente de clases, sumado a esto el docente muestra gran disposición a la hora de apoyar a l@s estudiantes  generando instancias de consultas fuera del horario de catedra, por lo que lo considero un excelente profesor. :)",FI2001-5 - Otoño 2023,Mecánica,1,Atención y Disposición Docente,3,5,FI2001, Otoño 2023,Departamento de fisica
"Muy lúdicas las clases, excelente metodología.",FI2001-4 - Otoño 2023,Mecánica,1,Experiencia Educativa,3,4,FI2001, Otoño 2023,Departamento de fisica
"El profe es muy buenooo, explica super bien los contenidos y responde a todas las dudas con una super buena disposición :)",MA1002-2 - Otoño 2023,Cálculo Diferencial e Integral,1,Calidad de la Enseñanza,2,2,MA1002, Otoño 2023,Departamento de ingenieria matematica
"muy buena onda el profe, se nota que le gusta lo que hace",BT1211-1 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Experiencia Educativa,1,1,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"- Es muy apasionado con la física, se nota que es algo que realmente le gusta y contagia esa motivación.

- Siempre iniciaba cada clase con una ronda de preguntas y era capaz de responder una misma pregunta varias veces hasta que estuviera perfectamente claro el concepto.",FI1000-9 - Otoño 2023,Introducción a la Física Clásica,1,Atención y Disposición Docente,1,9,FI1000, Otoño 2023,Departamento de fisica
"La mejor clase de todas, el profesor es muy bueno y hace que se contagie el entusiasmo por la física, 10/10",FI1000-1 - Otoño 2023,Introducción a la Física Clásica,1,Experiencia Educativa,1,1,FI1000, Otoño 2023,Departamento de fisica
"- Me gustaron mucho las horas de RP, creo que fueron muy útiles a la hora de comenzar a desarrollar ejercicios tipo control y a la vez tener retroalimentación al instante.

- Cada semana íbamos al d´´ia con respecto al apunte.

- A la hora de solucionar dudas siempre fue muy certero, dando contraejemplos que hacían comprender la materia.

- Creó confianza con nosotros de tal forma que uno podía ir a hablar con el sobre preocupaciones con respecto a las notas y nuestras capacidades.",MA1001-9 - Otoño 2023,Introducción al Cálculo,1,Evaluaciones y Controles,1,9,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Muy buenos profes ambos!



El profesor Gabriel, muy respetuoso, entretenido y excelente para explicar bien la materia. Su experiencia que compartió en clases fué bastante interesante. 

La profesora Tamara bastante metódica, reitera mucho cuando habla  (lo cuál agradezco mucho, debido a que me agrada cuando el curso se maneja con estabilidad, y que oralmente entrege se preocupa de dictar bien la información y que no sea a la rápida). 



Pude notar que ambos profes buscaron siempre lo mejor para nosotros y que nuestro desempeño sea el óptimo. 



10/10 ✨",IQ2211-3 - Otoño 2023,Química,1,Experiencia Educativa,3,3,IQ2211, Otoño 2023,Departamento de ingenieria quimica
Ser mas ordenado al escribir en la pizarra,FI2001-5 - Otoño 2023,Mecánica,0,Estilo de Enseñanza y Dinámica de Clases,3,5,FI2001, Otoño 2023,Departamento de fisica
Los mejores aux.,FI1000-3 - Otoño 2023,Introducción a la Física Clásica,1,Reconocimiento a Profesores y Auxiliares,1,3,FI1000, Otoño 2023,Departamento de fisica
"Si funciona, funciona!",CD2201-8 - Otoño 2023,Módulo Interdisciplinario,1,Otros,4,8,CD2201, Otoño 2023,Area de innovacion
"Me gustó mucho el método de enseñanza del profe y sus clases en general, también que haya hecho RP, eso me ayudó muchísimo para mi aprendizaje, pues era entonces cuando terminaba de ""digerir"" la información. Los auxiliares fueron muy apañadores siempre, con muy buena disposición y su clases eran muy dinámicas. El hecho de que tanto ellos como el profe nos hayan escuchado al pedir auxiliares extras creo que nos ayudó muchísimo a la mayoría en la sección para estudiar para los controles. Creo que el curso gracias al equipo docente funcionó muy bien para mí, a pesar de la dificultad del ramo y sus contenidos.",MA1101-4 - Otoño 2023,Introducción al Álgebra,1,Evaluaciones y Controles,1,4,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Muy buena profe, explica con mucha claridad y sus power points condensan muy bien la materia",FI1100-4 - Otoño 2023,Introducción a la Física Moderna,1,Calidad de la Enseñanza,2,4,FI1100, Otoño 2023,Departamento de fisica
Los ppts con la información del curso contenían mucha información aglomerada sin quedar tan claro cada cosa. Sería mejor un ppt un poco más alargado pero mejor estructurado y con más detalles de cada tópico para lograr una mejor comprensión de los fenómenos estudiados,FI2003-1 - Otoño 2023,Métodos Experimentales,0,Estilo de Enseñanza y Dinámica de Clases,3,1,FI2003, Otoño 2023,Departamento de fisica
Buenas clases,FI2003-1 - Otoño 2023,Métodos Experimentales,1,Experiencia Educativa,3,1,FI2003, Otoño 2023,Departamento de fisica
Tiene muy buena disposición,FI2001-1 - Otoño 2023,Mecánica,1,Experiencia Educativa,3,1,FI2001, Otoño 2023,Departamento de fisica
"hacia la clase entretenida.

me enseño que Eintein es un ladron.

le encanta la mosnter.



No hay por donde perderse, simplemente un genio de profe.",FI1100-3 - Otoño 2023,Introducción a la Física Moderna,1,Estilo de Enseñanza y Dinámica de Clases,2,3,FI1100, Otoño 2023,Departamento de fisica
A veces era difícil guiarse en los ppt,BT1211-2 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,2,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Realmente aunque tiene una manera especializada de atender el curso, pues creo yo que no había un ambiente de total confianza de decir lo que el profe preguntaba en el curso, como que no estaban esas posibilidades de equivocarse (eso sentía yo), si diría que el profe era muy preocupado y te hacía entender la materia. Su manera de enseñar era, a mi parecer, bastante buena y tenía paciencia!!",MA1001-8 - Otoño 2023,Introducción al Cálculo,1,Otros,1,8,MA1001, Otoño 2023,Departamento de ingenieria matematica
"La auxiliar Sofía me pareció poco parcial a la hora de hacer los reclamos, dado que a algunos los dejaba hacer desarrollos ahí mismo sin embargo le consulte si podía hacerlo yo y me dijo rotundamente que no, me parece que es injusto que no sea igual con todos los estudiantes.",MA2601-2 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,0,Estilo de Enseñanza y Dinámica de Clases,3,2,MA2601, Otoño 2023,Departamento de ingenieria matematica
"Muy buena dinámica, motivados, te apoyaban en todo, muy buen curso. Gracias por trabajar con la fundación y hacer más real nuestro trabajo",CD2201-3 - Otoño 2023,Módulo Interdisciplinario,1,Experiencia y Organización del Curso,4,3,CD2201, Otoño 2023,Area de innovacion
"Metodología mala y material poco claro y anticuado, los informes quitaban mucho tiempo para el poco impacto que tenían [Quítenlos, piensen que existen ramos aparte 💀], la preparación debería conservarse.

En general, creo que el curso necesita una reestructuración URGENTE.

En cuanto al docente, muy poco empático a la hora de responder dudas, sentía tonos de voz agresivos cuando respondía a mis compañeros (nunca le pregunté nada)",CC1000-18 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,18,CC1000, Otoño 2023,Departamento ciencias de la computación
Lo único malo es la asistencia y que la catedral son súper fomes,CD1100-2 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,2,CD1100, Otoño 2023,Area de innovacion
De vez en cuándo las clases se volvían monótonas.,BT1211-5 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,5,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Profesor muy bueno,FI2001-5 - Otoño 2023,Mecánica,1,Reconocimiento a Profesores y Auxiliares,3,5,FI2001, Otoño 2023,Departamento de fisica
Comunicación por U-Cursos.,FI1100-2 - Otoño 2023,Introducción a la Física Moderna,0,Otros,2,2,FI1100, Otoño 2023,Departamento de fisica
"Creo un muy bien ambiente con la clase, de confianza y tanto él, conos los ayudantes y sus actividades motivaban a seguir con el aprendizaje, cosa que no todos los profesores logran (ni se proponen). Por lo que además generar entusiasmo con la clase, efectivamente lograba aprender lo que él enseñaba.",CC1000-8 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Experiencia Educativa,1,8,CC1000, Otoño 2023,Departamento ciencias de la computación
"La dinámica del curso me pareció genial, tanto las clases como las evaluaciones. Estuvieron organizadas, explicadas previamente 

, entregando rúbricas, etc. Muchas gracias.",CD2201-1 - Otoño 2023,Módulo Interdisciplinario,1,Calidad de la Enseñanza,4,1,CD2201, Otoño 2023,Area de innovacion
El profe es desordenado y por lo general iba atrasado con la materia,MA1101-10 - Otoño 2023,Introducción al Álgebra,0,Estilo de Enseñanza y Dinámica de Clases,1,10,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Buen profe, entiende que sus alumnos tienen mas materias, se le entiende lo que enseña.",FI1000-1 - Otoño 2023,Introducción a la Física Clásica,1,Estilo de Enseñanza y Dinámica de Clases,1,1,FI1000, Otoño 2023,Departamento de fisica
"Se podria quiza ir un poco mas lento en conicas, pues aveces confunde mas de lo necesario",MA1001-7 - Otoño 2023,Introducción al Cálculo,0,Estilo de Enseñanza y Dinámica de Clases,1,7,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Mas que del docente, para el curso en si, personalmente sería mas dinamico el curso si existieran laboratorios o actividades de ese tipo durante la realización del curso, para añadir mas dinamicidad, y además de ver el sistema de evaluación (es aceptsble, pero se sintió que fue muy desordenado la forma de que se organizó) solo eso.",BT1211-6 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,6,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
